Song,Date,Total Number of Plays for Date
Tunisia,2020-01-31,2682
Turkey,2019-12-31,463
Turkey,2020-01-01,1994
Turkey,2020-01-02,4769
Turkey,2020-01-03,2193
Turkey,2020-01-04,4899
Turkey,2020-01-05,3732
Turkey,2020-01-06,2904
Turkey,2020-01-07,4347
Turkey,2020-01-08,3299
Turkey,2020-01-09,2993
Turkey,2020-01-10,3184
Turkey,2020-01-11,4347
Turkey,2020-01-12,3749
Turkey,2020-01-13,2955
Turkey,2020-01-14,4784
Turkey,2020-01-15,3411
Turkey,2020-01-16,3916
Turkey,2020-01-17,3359
Turkey,2020-01-18,3058
Turkey,2020-01-19,1948
Turkey,2020-01-20,5350
Turkey,2020-01-21,5383
Turkey,2020-01-22,2837
Turkey,2020-01-23,3619
Turkey,2020-01-24,3385
Turkey,2020-01-25,2918
Turkey,2020-01-26,2060
Turkey,2020-01-27,2359
Turkey,2020-01-28,3648
Turkey,2020-01-29,1801
Turkey,2020-01-30,3688
Turkey,2020-01-31,1395
Turkmenistan,2020-01-01,2835
Turkmenistan,2020-01-02,3235
Turkmenistan,2020-01-03,5158
Turkmenistan,2020-01-04,3038
Turkmenistan,2020-01-05,3205
Turkmenistan,2020-01-06,3785
Turkmenistan,2020-01-07,2331
Turkmenistan,2020-01-08,2405
Turkmenistan,2020-01-09,3198
Turkmenistan,2020-01-10,1737
Turkmenistan,2020-01-11,3016
Turkmenistan,2020-01-12,2406
Turkmenistan,2020-01-13,3631
Turkmenistan,2020-01-14,3592
Turkmenistan,2020-01-15,373
Turkmenistan,2020-01-16,2925
Turkmenistan,2020-01-17,2330
Turkmenistan,2020-01-18,4229
Turkmenistan,2020-01-19,1464
Turkmenistan,2020-01-20,3948
Turkmenistan,2020-01-21,4202
Turkmenistan,2020-01-22,5079
Turkmenistan,2020-01-23,2773
Turkmenistan,2020-01-24,2335
Turkmenistan,2020-01-25,3777
Turkmenistan,2020-01-26,3648
Turkmenistan,2020-01-27,4633
Turkmenistan,2020-01-28,4945
Turkmenistan,2020-01-29,4633
Turkmenistan,2020-01-30,1560
Turkmenistan,2020-01-31,2933
Turks and Caicos Islands,2019-12-31,1208
Turks and Caicos Islands,2020-01-01,3079
Turks and Caicos Islands,2020-01-02,3732
Turks and Caicos Islands,2020-01-03,1440
Turks and Caicos Islands,2020-01-04,4529
Turks and Caicos Islands,2020-01-05,2049
Turks and Caicos Islands,2020-01-06,2948
Turks and Caicos Islands,2020-01-07,2116
Turks and Caicos Islands,2020-01-08,1895
Turks and Caicos Islands,2020-01-09,2784
Turks and Caicos Islands,2020-01-10,4319
Turks and Caicos Islands,2020-01-11,3865
Turks and Caicos Islands,2020-01-12,2724
Turks and Caicos Islands,2020-01-13,4856
Turks and Caicos Islands,2020-01-14,1736
Turks and Caicos Islands,2020-01-15,4296
Turks and Caicos Islands,2020-01-16,4175
Turks and Caicos Islands,2020-01-17,3147
Turks and Caicos Islands,2020-01-18,6130
Turks and Caicos Islands,2020-01-19,4064
Turks and Caicos Islands,2020-01-20,2564
Turks and Caicos Islands,2020-01-21,3855
Turks and Caicos Islands,2020-01-22,2694
Turks and Caicos Islands,2020-01-23,3818
Turks and Caicos Islands,2020-01-24,4837
Turks and Caicos Islands,2020-01-25,5070
Turks and Caicos Islands,2020-01-26,2308
Turks and Caicos Islands,2020-01-27,3426
Turks and Caicos Islands,2020-01-28,2439
Turks and Caicos Islands,2020-01-29,4104
Turks and Caicos Islands,2020-01-30,2769
Turks and Caicos Islands,2020-01-31,4337
Tuvalu,2019-12-31,920
Tuvalu,2020-01-01,2933
Tuvalu,2020-01-02,1999
Tuvalu,2020-01-03,3083
Tuvalu,2020-01-04,4274
Tuvalu,2020-01-05,2865
Tuvalu,2020-01-06,3084
Tuvalu,2020-01-07,1893
Tuvalu,2020-01-08,2184
Tuvalu,2020-01-09,4841
Tuvalu,2020-01-10,3423
Tuvalu,2020-01-11,1725
Tuvalu,2020-01-12,4773
Tuvalu,2020-01-13,1675
Tuvalu,2020-01-14,4356
Tuvalu,2020-01-15,2680
Tuvalu,2020-01-16,3402
Tuvalu,2020-01-17,3187
Tuvalu,2020-01-18,4348
Tuvalu,2020-01-19,2941
Tuvalu,2020-01-20,3578
Tuvalu,2020-01-21,1787
Tuvalu,2020-01-22,2841
Tuvalu,2020-01-23,1928
Tuvalu,2020-01-24,2924
Tuvalu,2020-01-25,2418
Tuvalu,2020-01-26,5120
Tuvalu,2020-01-27,3426
Tuvalu,2020-01-28,3190
Tuvalu,2020-01-29,4248
Tuvalu,2020-01-30,4324
Tuvalu,2020-01-31,4820
Uganda,2019-12-31,618
Uganda,2020-01-01,3411
Uganda,2020-01-02,3566
Uganda,2020-01-03,5884
Uganda,2020-01-04,2781
Uganda,2020-01-05,3685
Uganda,2020-01-06,2935
Uganda,2020-01-07,3004
Uganda,2020-01-08,2174
Uganda,2020-01-09,4904
Uganda,2020-01-10,4291
Uganda,2020-01-11,4869
Uganda,2020-01-12,3685
Uganda,2020-01-13,1446
Uganda,2020-01-14,4338
Uganda,2020-01-15,3453
Uganda,2020-01-16,1293
Uganda,2020-01-17,2632
Uganda,2020-01-18,4983
Uganda,2020-01-19,3942
Uganda,2020-01-20,4071
Uganda,2020-01-21,3772
Uganda,2020-01-22,2672
Uganda,2020-01-23,4070
Uganda,2020-01-24,2769
Uganda,2020-01-25,1864
Uganda,2020-01-26,3256
Uganda,2020-01-27,3625
Uganda,2020-01-28,3555
Uganda,2020-01-29,4954
Uganda,2020-01-30,2605
Uganda,2020-01-31,2819
Ukraine,2019-12-31,373
Ukraine,2020-01-01,2368
Ukraine,2020-01-02,3795
Ukraine,2020-01-03,2619
Ukraine,2020-01-04,2307
Ukraine,2020-01-05,5046
Ukraine,2020-01-06,2751
Ukraine,2020-01-07,3096
Ukraine,2020-01-08,4395
Ukraine,2020-01-09,3328
Ukraine,2020-01-10,3004
Ukraine,2020-01-11,4665
Ukraine,2020-01-12,3082
Ukraine,2020-01-13,3261
Ukraine,2020-01-14,5087
Ukraine,2020-01-15,3819
Ukraine,2020-01-16,1919
Ukraine,2020-01-17,3388
Ukraine,2020-01-18,3518
Ukraine,2020-01-19,3225
Ukraine,2020-01-20,3599
Ukraine,2020-01-21,1741
Ukraine,2020-01-22,2399
Ukraine,2020-01-23,2877
Ukraine,2020-01-24,2984
Ukraine,2020-01-25,3632
Ukraine,2020-01-26,3830
Ukraine,2020-01-27,4304
Ukraine,2020-01-28,2870
Ukraine,2020-01-29,2238
Ukraine,2020-01-30,5167
Ukraine,2020-01-31,1815
United Arab Emirates,2019-12-31,600
United Arab Emirates,2020-01-01,3190
United Arab Emirates,2020-01-02,3910
United Arab Emirates,2020-01-03,4646
United Arab Emirates,2020-01-04,1258
United Arab Emirates,2020-01-05,4215
United Arab Emirates,2020-01-06,1809
United Arab Emirates,2020-01-07,3456
United Arab Emirates,2020-01-08,2520
United Arab Emirates,2020-01-09,4351
United Arab Emirates,2020-01-10,1874
United Arab Emirates,2020-01-11,2873
United Arab Emirates,2020-01-12,4066
United Arab Emirates,2020-01-13,3474
United Arab Emirates,2020-01-14,3516
United Arab Emirates,2020-01-15,2068
United Arab Emirates,2020-01-16,4237
United Arab Emirates,2020-01-17,4613
United Arab Emirates,2020-01-18,2519
United Arab Emirates,2020-01-19,2418
United Arab Emirates,2020-01-20,1901
United Arab Emirates,2020-01-21,3479
United Arab Emirates,2020-01-22,2734
United Arab Emirates,2020-01-23,5738
United Arab Emirates,2020-01-24,3454
United Arab Emirates,2020-01-25,2205
United Arab Emirates,2020-01-26,3392
United Arab Emirates,2020-01-27,4475
United Arab Emirates,2020-01-28,1378
United Arab Emirates,2020-01-29,4681
United Arab Emirates,2020-01-30,3035
United Arab Emirates,2020-01-31,2796
United Kingdom,2019-12-31,156
United Kingdom,2020-01-01,6387
United Kingdom,2020-01-02,2393
United Kingdom,2020-01-03,6089
United Kingdom,2020-01-04,3165
United Kingdom,2020-01-05,2697
United Kingdom,2020-01-06,4359
United Kingdom,2020-01-07,3377
United Kingdom,2020-01-08,3046
United Kingdom,2020-01-09,5588
United Kingdom,2020-01-10,5974
United Kingdom,2020-01-11,5474
United Kingdom,2020-01-12,1123
United Kingdom,2020-01-13,4490
United Kingdom,2020-01-14,2535
United Kingdom,2020-01-15,2174
United Kingdom,2020-01-16,4391
United Kingdom,2020-01-17,4121
United Kingdom,2020-01-18,4109
United Kingdom,2020-01-19,3572
United Kingdom,2020-01-20,2121
United Kingdom,2020-01-21,5346
United Kingdom,2020-01-22,3834
United Kingdom,2020-01-23,2387
United Kingdom,2020-01-24,3850
United Kingdom,2020-01-25,3529
United Kingdom,2020-01-26,3267
United Kingdom,2020-01-27,2922
United Kingdom,2020-01-28,1429
United Kingdom,2020-01-29,4086
United Kingdom,2020-01-30,2245
United Kingdom,2020-01-31,4005
United States,2019-12-31,2122
United States,2020-01-01,2138
United States,2020-01-02,4581
United States,2020-01-03,4196
United States,2020-01-04,3986
United States,2020-01-05,3525
United States,2020-01-06,4902
United States,2020-01-07,2862
United States,2020-01-08,4704
United States,2020-01-09,2722
United States,2020-01-10,3003
United States,2020-01-11,2301
United States,2020-01-12,4305
United States,2020-01-13,3557
United States,2020-01-14,3878
United States,2020-01-15,3202
United States,2020-01-16,1813
United States,2020-01-17,2480
United States,2020-01-18,3019
United States,2020-01-19,2983
United States,2020-01-20,1319
United States,2020-01-21,4473
United States,2020-01-22,1589
United States,2020-01-23,3506
United States,2020-01-24,3652
United States,2020-01-25,2227
United States,2020-01-26,2849
United States,2020-01-27,5551
United States,2020-01-28,4618
United States,2020-01-29,4182
United States,2020-01-30,3700
United States,2020-01-31,2185
United States Minor Outlying Islands,2019-12-31,698
United States Minor Outlying Islands,2020-01-01,2657
United States Minor Outlying Islands,2020-01-02,3803
United States Minor Outlying Islands,2020-01-03,1143
United States Minor Outlying Islands,2020-01-04,4727
United States Minor Outlying Islands,2020-01-05,3221
United States Minor Outlying Islands,2020-01-06,3465
United States Minor Outlying Islands,2020-01-07,2865
United States Minor Outlying Islands,2020-01-08,1466
United States Minor Outlying Islands,2020-01-09,2718
United States Minor Outlying Islands,2020-01-10,4326
United States Minor Outlying Islands,2020-01-11,3458
United States Minor Outlying Islands,2020-01-12,2257
United States Minor Outlying Islands,2020-01-13,1807
United States Minor Outlying Islands,2020-01-14,3932
United States Minor Outlying Islands,2020-01-15,852
United States Minor Outlying Islands,2020-01-16,2317
United States Minor Outlying Islands,2020-01-17,4272
United States Minor Outlying Islands,2020-01-18,3092
United States Minor Outlying Islands,2020-01-19,3030
United States Minor Outlying Islands,2020-01-20,5115
United States Minor Outlying Islands,2020-01-21,3188
United States Minor Outlying Islands,2020-01-22,1107
United States Minor Outlying Islands,2020-01-23,4551
United States Minor Outlying Islands,2020-01-24,2275
United States Minor Outlying Islands,2020-01-25,2283
United States Minor Outlying Islands,2020-01-26,5290
United States Minor Outlying Islands,2020-01-27,4413
United States Minor Outlying Islands,2020-01-28,2126
United States Minor Outlying Islands,2020-01-29,4739
United States Minor Outlying Islands,2020-01-30,3168
United States Minor Outlying Islands,2020-01-31,1935
Uruguay,2019-12-31,1464
Uruguay,2020-01-01,2260
Uruguay,2020-01-02,3239
Uruguay,2020-01-03,2015
Uruguay,2020-01-04,4547
Uruguay,2020-01-05,2177
Uruguay,2020-01-06,1762
Uruguay,2020-01-07,4185
Uruguay,2020-01-08,4319
Uruguay,2020-01-09,2262
Uruguay,2020-01-10,3314
Uruguay,2020-01-11,3552
Uruguay,2020-01-12,4308
Uruguay,2020-01-13,6462
Uruguay,2020-01-14,2986
Uruguay,2020-01-15,3455
Uruguay,2020-01-16,2875
Uruguay,2020-01-17,2467
Uruguay,2020-01-18,2100
Uruguay,2020-01-19,3583
Uruguay,2020-01-20,2500
Uruguay,2020-01-21,2025
Uruguay,2020-01-22,4997
Uruguay,2020-01-23,3295
Uruguay,2020-01-24,2349
Uruguay,2020-01-25,6527
Uruguay,2020-01-26,2143
Uruguay,2020-01-27,4100
Uruguay,2020-01-28,4978
Uruguay,2020-01-29,1954
Uruguay,2020-01-30,2647
Uruguay,2020-01-31,2249
Uzbekistan,2019-12-31,282
Uzbekistan,2020-01-01,4472
Uzbekistan,2020-01-02,2148
Uzbekistan,2020-01-03,4040
Uzbekistan,2020-01-04,2366
Uzbekistan,2020-01-05,3218
Uzbekistan,2020-01-06,2648
Uzbekistan,2020-01-07,2084
Uzbekistan,2020-01-08,1900
Uzbekistan,2020-01-09,2894
Uzbekistan,2020-01-10,2298
Uzbekistan,2020-01-11,2668
Uzbekistan,2020-01-12,3038
Uzbekistan,2020-01-13,4379
Uzbekistan,2020-01-14,3928
Uzbekistan,2020-01-15,2673
Uzbekistan,2020-01-16,3041
Uzbekistan,2020-01-17,3426
Uzbekistan,2020-01-18,2272
Uzbekistan,2020-01-19,3325
Uzbekistan,2020-01-20,2828
Uzbekistan,2020-01-21,1495
Uzbekistan,2020-01-22,3767
Uzbekistan,2020-01-23,3029
Uzbekistan,2020-01-24,3373
Uzbekistan,2020-01-25,2028
Uzbekistan,2020-01-26,2320
Uzbekistan,2020-01-27,1429
Uzbekistan,2020-01-28,1652
Uzbekistan,2020-01-29,1965
Uzbekistan,2020-01-30,2787
Uzbekistan,2020-01-31,2114
Vanuatu,2019-12-31,974
Vanuatu,2020-01-01,3311
Vanuatu,2020-01-02,3070
Vanuatu,2020-01-03,2462
Vanuatu,2020-01-04,2306
Vanuatu,2020-01-05,4933
Vanuatu,2020-01-06,3217
Vanuatu,2020-01-07,2218
Vanuatu,2020-01-08,1276
Vanuatu,2020-01-09,3929
Vanuatu,2020-01-10,3651
Vanuatu,2020-01-11,3715
Vanuatu,2020-01-12,3965
Vanuatu,2020-01-13,3343
Vanuatu,2020-01-14,2642
Vanuatu,2020-01-15,2467
Vanuatu,2020-01-16,3898
Vanuatu,2020-01-17,3721
Vanuatu,2020-01-18,2096
Vanuatu,2020-01-19,4008
Vanuatu,2020-01-20,3405
Vanuatu,2020-01-21,2419
Vanuatu,2020-01-22,1577
Vanuatu,2020-01-23,4515
Vanuatu,2020-01-24,3446
Vanuatu,2020-01-25,4263
Vanuatu,2020-01-26,2663
Vanuatu,2020-01-27,4039
Vanuatu,2020-01-28,3010
Vanuatu,2020-01-29,3360
Vanuatu,2020-01-30,1579
Vanuatu,2020-01-31,2191
Venezuela,2019-12-31,1055
Venezuela,2020-01-01,2722
Venezuela,2020-01-02,3767
Venezuela,2020-01-03,5062
Venezuela,2020-01-04,4876
Venezuela,2020-01-05,2900
Venezuela,2020-01-06,3789
Venezuela,2020-01-07,2097
Venezuela,2020-01-08,4240
Venezuela,2020-01-09,4487
Venezuela,2020-01-10,3695
Venezuela,2020-01-11,4483
Venezuela,2020-01-12,3622
Venezuela,2020-01-13,5327
Venezuela,2020-01-14,4350
Venezuela,2020-01-15,3050
Venezuela,2020-01-16,4401
Venezuela,2020-01-17,3812
Venezuela,2020-01-18,2141
Venezuela,2020-01-19,3235
Venezuela,2020-01-20,4335
Venezuela,2020-01-21,3944
Venezuela,2020-01-22,4203
Venezuela,2020-01-23,2134
Venezuela,2020-01-24,1951
Venezuela,2020-01-25,5023
Venezuela,2020-01-26,3727
Venezuela,2020-01-27,4122
Venezuela,2020-01-28,2954
Venezuela,2020-01-29,2908
Venezuela,2020-01-30,2661
Venezuela,2020-01-31,2276
Viet Nam,2019-12-31,1229
Viet Nam,2020-01-01,2302
Viet Nam,2020-01-02,5653
Viet Nam,2020-01-03,3109
Viet Nam,2020-01-04,3153
Viet Nam,2020-01-05,4172
Viet Nam,2020-01-06,2891
Viet Nam,2020-01-07,2129
Viet Nam,2020-01-08,4334
Viet Nam,2020-01-09,2800
Viet Nam,2020-01-10,5129
Viet Nam,2020-01-11,3984
Viet Nam,2020-01-12,4621
Viet Nam,2020-01-13,3901
Viet Nam,2020-01-14,4819
Viet Nam,2020-01-15,4039
Viet Nam,2020-01-16,1797
Viet Nam,2020-01-17,2964
Viet Nam,2020-01-18,2259
Viet Nam,2020-01-19,3344
Viet Nam,2020-01-20,1970
Viet Nam,2020-01-21,2678
Viet Nam,2020-01-22,4533
Viet Nam,2020-01-23,1875
Viet Nam,2020-01-24,2132
Viet Nam,2020-01-25,2900
Viet Nam,2020-01-26,2678
Viet Nam,2020-01-27,4792
Viet Nam,2020-01-28,4065
Viet Nam,2020-01-29,4896
Viet Nam,2020-01-30,2797
Viet Nam,2020-01-31,1328
"Virgin Islands, British",2019-12-31,768
"Virgin Islands, British",2020-01-01,2580
"Virgin Islands, British",2020-01-02,2351
"Virgin Islands, British",2020-01-03,1885
"Virgin Islands, British",2020-01-04,3941
"Virgin Islands, British",2020-01-05,3891
"Virgin Islands, British",2020-01-06,2109
"Virgin Islands, British",2020-01-07,4280
"Virgin Islands, British",2020-01-08,3592
"Virgin Islands, British",2020-01-09,5265
"Virgin Islands, British",2020-01-10,3141
"Virgin Islands, British",2020-01-11,2906
"Virgin Islands, British",2020-01-12,2169
"Virgin Islands, British",2020-01-13,3485
"Virgin Islands, British",2020-01-14,2541
"Virgin Islands, British",2020-01-15,4102
"Virgin Islands, British",2020-01-16,2161
"Virgin Islands, British",2020-01-17,1712
"Virgin Islands, British",2020-01-18,2964
"Virgin Islands, British",2020-01-19,2549
"Virgin Islands, British",2020-01-20,2519
"Virgin Islands, British",2020-01-21,2890
"Virgin Islands, British",2020-01-22,3840
"Virgin Islands, British",2020-01-23,4523
"Virgin Islands, British",2020-01-24,3423
"Virgin Islands, British",2020-01-25,3432
"Virgin Islands, British",2020-01-26,3727
"Virgin Islands, British",2020-01-27,3335
"Virgin Islands, British",2020-01-28,4126
"Virgin Islands, British",2020-01-29,1980
"Virgin Islands, British",2020-01-30,5018
"Virgin Islands, British",2020-01-31,1725
"Virgin Islands, U.S.",2019-12-31,1309
"Virgin Islands, U.S.",2020-01-01,1877
"Virgin Islands, U.S.",2020-01-02,4668
"Virgin Islands, U.S.",2020-01-03,2607
"Virgin Islands, U.S.",2020-01-04,2322
"Virgin Islands, U.S.",2020-01-05,3291
"Virgin Islands, U.S.",2020-01-06,2764
"Virgin Islands, U.S.",2020-01-07,3728
"Virgin Islands, U.S.",2020-01-08,3159
"Virgin Islands, U.S.",2020-01-09,2606
"Virgin Islands, U.S.",2020-01-10,3574
"Virgin Islands, U.S.",2020-01-11,4265
"Virgin Islands, U.S.",2020-01-12,2338
"Virgin Islands, U.S.",2020-01-13,5340
"Virgin Islands, U.S.",2020-01-14,3474
"Virgin Islands, U.S.",2020-01-15,2815
"Virgin Islands, U.S.",2020-01-16,2255
"Virgin Islands, U.S.",2020-01-17,4502
"Virgin Islands, U.S.",2020-01-18,3841
"Virgin Islands, U.S.",2020-01-19,4150
"Virgin Islands, U.S.",2020-01-20,5113
"Virgin Islands, U.S.",2020-01-21,1724
"Virgin Islands, U.S.",2020-01-22,3706
"Virgin Islands, U.S.",2020-01-23,2501
"Virgin Islands, U.S.",2020-01-24,3091
"Virgin Islands, U.S.",2020-01-25,1872
"Virgin Islands, U.S.",2020-01-26,2082
"Virgin Islands, U.S.",2020-01-27,4320
"Virgin Islands, U.S.",2020-01-28,2822
"Virgin Islands, U.S.",2020-01-29,5329
"Virgin Islands, U.S.",2020-01-30,2817
"Virgin Islands, U.S.",2020-01-31,3820
Wallis and Futuna,2019-12-31,739
Wallis and Futuna,2020-01-01,2265
Wallis and Futuna,2020-01-02,3213
Wallis and Futuna,2020-01-03,1906
Wallis and Futuna,2020-01-04,2259
Wallis and Futuna,2020-01-05,1794
Wallis and Futuna,2020-01-06,1481
Wallis and Futuna,2020-01-07,3063
Wallis and Futuna,2020-01-08,3054
Wallis and Futuna,2020-01-09,3807
Wallis and Futuna,2020-01-10,3750
Wallis and Futuna,2020-01-11,2991
Wallis and Futuna,2020-01-12,4012
Wallis and Futuna,2020-01-13,3887
Wallis and Futuna,2020-01-14,2230
Wallis and Futuna,2020-01-15,4103
Wallis and Futuna,2020-01-16,3331
Wallis and Futuna,2020-01-17,1756
Wallis and Futuna,2020-01-18,4037
Wallis and Futuna,2020-01-19,3409
Wallis and Futuna,2020-01-20,2969
Wallis and Futuna,2020-01-21,3404
Wallis and Futuna,2020-01-22,2607
Wallis and Futuna,2020-01-23,3626
Wallis and Futuna,2020-01-24,2368
Wallis and Futuna,2020-01-25,2536
Wallis and Futuna,2020-01-26,2562
Wallis and Futuna,2020-01-27,3748
Wallis and Futuna,2020-01-28,5110
Wallis and Futuna,2020-01-29,4233
Wallis and Futuna,2020-01-30,1935
Wallis and Futuna,2020-01-31,3501
Western Sahara,2020-01-01,5774
Western Sahara,2020-01-02,3546
Western Sahara,2020-01-03,2233
Western Sahara,2020-01-04,3212
Western Sahara,2020-01-05,2216
Western Sahara,2020-01-06,3955
Western Sahara,2020-01-07,4878
Western Sahara,2020-01-08,2539
Western Sahara,2020-01-09,4172
Western Sahara,2020-01-10,2534
Western Sahara,2020-01-11,2650
Western Sahara,2020-01-12,3014
Western Sahara,2020-01-13,2237
Western Sahara,2020-01-14,2584
Western Sahara,2020-01-15,1343
Western Sahara,2020-01-16,2140
Western Sahara,2020-01-17,4941
Western Sahara,2020-01-18,2990
Western Sahara,2020-01-19,5902
Western Sahara,2020-01-20,2619
Western Sahara,2020-01-21,3953
Western Sahara,2020-01-22,2835
Western Sahara,2020-01-23,3581
Western Sahara,2020-01-24,2826
Western Sahara,2020-01-25,2560
Western Sahara,2020-01-26,3540
Western Sahara,2020-01-27,4970
Western Sahara,2020-01-28,2826
Western Sahara,2020-01-29,5417
Western Sahara,2020-01-30,1085
Western Sahara,2020-01-31,1380
Yemen,2019-12-31,1175
Yemen,2020-01-01,3582
Yemen,2020-01-02,3419
Yemen,2020-01-03,1683
Yemen,2020-01-04,2397
Yemen,2020-01-05,3134
Yemen,2020-01-06,3183
Yemen,2020-01-07,2922
Yemen,2020-01-08,3927
Yemen,2020-01-09,3989
Yemen,2020-01-10,2956
Yemen,2020-01-11,3278
Yemen,2020-01-12,4576
Yemen,2020-01-13,3128
Yemen,2020-01-14,2496
Yemen,2020-01-15,3979
Yemen,2020-01-16,3099
Yemen,2020-01-17,3097
Yemen,2020-01-18,4319
Yemen,2020-01-19,1703
Yemen,2020-01-20,3544
Yemen,2020-01-21,1770
Yemen,2020-01-22,2954
Yemen,2020-01-23,2482
Yemen,2020-01-24,5741
Yemen,2020-01-25,3389
Yemen,2020-01-26,3402
Yemen,2020-01-27,3586
Yemen,2020-01-28,1571
Yemen,2020-01-29,4884
Yemen,2020-01-30,2772
Yemen,2020-01-31,3062
Zambia,2019-12-31,706
Zambia,2020-01-01,4701
Zambia,2020-01-02,3153
Zambia,2020-01-03,3388
Zambia,2020-01-04,3310
Zambia,2020-01-05,3037
Zambia,2020-01-06,4889
Zambia,2020-01-07,3335
Zambia,2020-01-08,5368
Zambia,2020-01-09,3738
Zambia,2020-01-10,3861
Zambia,2020-01-11,2047
Zambia,2020-01-12,2773
Zambia,2020-01-13,3342
Zambia,2020-01-14,3779
Zambia,2020-01-15,3991
Zambia,2020-01-16,3473
Zambia,2020-01-17,2561
Zambia,2020-01-18,3942
Zambia,2020-01-19,3086
Zambia,2020-01-20,3968
Zambia,2020-01-21,4048
Zambia,2020-01-22,2329
Zambia,2020-01-23,2274
Zambia,2020-01-24,3567
Zambia,2020-01-25,2637
Zambia,2020-01-26,3341
Zambia,2020-01-27,2646
Zambia,2020-01-28,2762
Zambia,2020-01-29,2567
Zambia,2020-01-30,2870
Zambia,2020-01-31,1957
Zimbabwe,2019-12-31,510
Zimbabwe,2020-01-01,3091
Zimbabwe,2020-01-02,5853
Zimbabwe,2020-01-03,2444
Zimbabwe,2020-01-04,4537
Zimbabwe,2020-01-05,4493
Zimbabwe,2020-01-06,2779
Zimbabwe,2020-01-07,5315
Zimbabwe,2020-01-08,2124
Zimbabwe,2020-01-09,4260
Zimbabwe,2020-01-10,3756
Zimbabwe,2020-01-11,2416
Zimbabwe,2020-01-12,2497
Zimbabwe,2020-01-13,3378
Zimbabwe,2020-01-14,4606
Zimbabwe,2020-01-15,3307
Zimbabwe,2020-01-16,3133
Zimbabwe,2020-01-17,5001
Zimbabwe,2020-01-18,4925
Zimbabwe,2020-01-19,5031
Zimbabwe,2020-01-20,3193
Zimbabwe,2020-01-21,4756
Zimbabwe,2020-01-22,1809
Zimbabwe,2020-01-23,3576
Zimbabwe,2020-01-24,1800
Zimbabwe,2020-01-25,1836
Zimbabwe,2020-01-26,1551
Zimbabwe,2020-01-27,3743
Zimbabwe,2020-01-28,3198
Zimbabwe,2020-01-29,3683
Zimbabwe,2020-01-30,3463
Zimbabwe,2020-01-31,3567
Åland Islands,2019-12-31,646
Åland Islands,2020-01-01,2154
Åland Islands,2020-01-02,3421
Åland Islands,2020-01-03,3692
Åland Islands,2020-01-04,4379
Åland Islands,2020-01-05,2456
Åland Islands,2020-01-06,3418
Åland Islands,2020-01-07,3400
Åland Islands,2020-01-08,4475
Åland Islands,2020-01-09,4425
Åland Islands,2020-01-10,2667
Åland Islands,2020-01-11,2147
