Song,Date,Number of Plays
Argentina,2020-01-31,105
Spain,2020-01-31,97
New Caledonia,2020-01-05,350
Chile,2020-01-31,136
Morocco,2020-01-10,321
Saint Pierre and Miquelon,2020-01-11,270
Austria,2020-01-09,171
Algeria,2020-01-11,400
Malta,2020-01-06,79
Greece,2020-01-16,451
Ukraine,2020-01-14,221
Tokelau,2020-01-06,446
Georgia,2020-01-16,146
British Indian Ocean Territory,2020-01-29,106
Bermuda,2020-01-23,305
Chad,2020-01-21,326
United States,2020-01-02,385
Pitcairn,2020-01-23,112
Equatorial Guinea,2020-01-10,91
Saint Vincent and the Grenadines,2020-01-23,265
Brunei Darussalam,2020-01-29,183
El Salvador,2020-01-20,223
Bulgaria,2020-01-14,345
Malta,2020-01-04,377
Chad,2020-01-22,238
Chile,2020-01-22,228
French Southern Territories,2020-01-31,317
Congo,2020-01-18,407
Saint Vincent and the Grenadines,2020-01-29,398
Indonesia,2020-01-18,305
Qatar,2020-01-19,318
Comoros,2020-01-09,463
Japan,2020-01-27,4
Lesotho,2020-01-16,346
Bahamas,2020-01-09,437
Jamaica,2020-01-04,194
Gambia,2020-01-02,126
Kazakhstan,2020-01-16,442
Somalia,2020-01-22,298
Cuba,2020-01-28,309
Niger,2020-01-18,493
Jordan,2020-01-17,45
Dominican Republic,2020-01-24,324
Syrian Arab Republic,2020-01-19,87
Gabon,2020-01-10,462
Afghanistan,2020-01-07,180
Wallis and Futuna,2020-01-09,89
Latvia,2020-01-31,61
Thailand,2020-01-24,388
Eritrea,2020-01-11,391
Colombia,2020-01-14,335
British Indian Ocean Territory,2020-01-13,244
Czech Republic,2020-01-17,93
Kiribati,2020-01-01,387
Belize,2020-01-26,27
Tuvalu,2020-01-31,101
France,2020-01-26,354
United Kingdom,2020-01-22,391
"Taiwan, Province of China",2020-01-30,386
Mexico,2020-01-03,104
"Micronesia, Federated States of",2020-01-03,400
Mozambique,2020-01-10,365
Cameroon,2020-01-01,466
Japan,2020-01-09,244
Angola,2020-01-13,231
Switzerland,2020-01-07,361
Venezuela,2020-01-17,347
Algeria,2020-01-01,260
French Southern Territories,2020-01-29,343
British Indian Ocean Territory,2020-01-18,399
Barbados,2020-01-21,488
Iraq,2020-01-14,107
Guernsey,2020-01-17,415
Georgia,2020-01-03,142
Chile,2020-01-27,280
Tunisia,2020-01-31,391
Montserrat,2020-01-27,51
French Guiana,2020-01-12,161
Belize,2020-01-13,469
Finland,2020-01-01,57
Albania,2020-01-17,379
Hungary,2020-01-22,381
Marshall Islands,2020-01-13,118
San Marino,2020-01-20,392
Dominica,2020-01-07,345
"Korea, Democratic People""S Republic of",2020-01-19,394
Saint Kitts and Nevis,2020-01-29,288
Armenia,2020-01-31,178
Bulgaria,2020-01-09,44
Oman,2020-01-04,37
Djibouti,2020-01-09,112
Estonia,2020-01-31,140
Kuwait,2020-01-06,319
Uganda,2020-01-01,308
Antigua and Barbuda,2020-01-15,345
Honduras,2020-01-04,455
Sudan,2020-01-07,359
Bosnia and Herzegovina,2020-01-14,303
"Macedonia, The Former Yugoslav Republic of",2020-01-25,38
Azerbaijan,2020-01-19,196
"Korea, Republic of",2020-01-23,256
Poland,2020-01-22,372
Tuvalu,2020-01-18,158
Cook Islands,2020-01-10,434
Cambodia,2020-01-15,254
"Congo, The Democratic Republic of the",2020-01-05,324
Georgia,2020-01-21,459
Jordan,2020-01-29,7
Cook Islands,2020-01-20,245
Netherlands,2020-01-05,89
Botswana,2020-01-16,241
Svalbard and Jan Mayen,2020-01-27,65
Kazakhstan,2020-01-13,128
Seychelles,2020-01-23,452
Sweden,2020-01-05,290
"Lao People""S Democratic Republic",2020-01-04,397
Turkey,2020-01-04,145
Australia,2020-01-10,440
Marshall Islands,2020-01-15,362
Japan,2020-01-23,245
Guadeloupe,2020-01-24,269
"Korea, Republic of",2020-01-30,246
Bahamas,2020-01-01,93
Austria,2020-01-26,192
Albania,2020-01-06,417
Lithuania,2020-01-06,302
RWANDA,2020-01-20,393
Russian Federation,2020-01-31,171
"Tanzania, United Republic of",2020-01-07,276
French Polynesia,2020-01-27,358
Cuba,2020-01-06,307
Mauritius,2020-01-02,468
China,2020-01-01,365
Iraq,2020-01-06,50
Falkland Islands (Malvinas),2020-01-11,447
"Congo, The Democratic Republic of the",2020-01-28,174
Mauritius,2020-01-10,365
Comoros,2020-01-04,241
"Lao People""S Democratic Republic",2020-01-28,378
"Tanzania, United Republic of",2020-01-18,221
Kazakhstan,2020-01-19,198
Åland Islands,2020-01-26,491
United Kingdom,2020-01-03,439
Australia,2020-01-21,329
Turks and Caicos Islands,2020-01-11,107
Belize,2020-01-27,184
Chad,2020-01-16,335
French Southern Territories,2019-12-31,474
Croatia,2020-01-09,316
Christmas Island,2020-01-24,68
Martinique,2020-01-08,407
Denmark,2020-01-07,73
Japan,2020-01-28,80
Bermuda,2020-01-07,498
Cocos (Keeling) Islands,2020-01-28,493
San Marino,2020-01-29,441
Hong Kong,2020-01-29,281
French Guiana,2020-01-10,79
Egypt,2020-01-11,463
Albania,2020-01-26,121
"Korea, Democratic People""S Republic of",2020-01-14,298
Pakistan,2020-01-16,496
Malaysia,2020-01-17,266
Japan,2020-01-18,114
Macao,2020-01-06,226
Isle of Man,2020-01-18,335
RWANDA,2020-01-10,351
Aruba,2020-01-14,132
Ethiopia,2020-01-15,317
Guinea-Bissau,2020-01-15,218
Djibouti,2020-01-17,5
Peru,2020-01-12,378
Norfolk Island,2020-01-18,206
Papua New Guinea,2020-01-19,428
Mozambique,2020-01-04,229
Reunion,2020-01-07,201
Finland,2020-01-25,379
Solomon Islands,2020-01-23,411
Senegal,2020-01-31,499
Thailand,2020-01-17,19
Bahrain,2020-01-04,196
American Samoa,2020-01-04,260
Denmark,2020-01-26,423
Norway,2020-01-06,208
Cayman Islands,2020-01-19,157
Netherlands Antilles,2020-01-12,365
Saint Lucia,2020-01-25,429
Heard Island and Mcdonald Islands,2020-01-19,422
Argentina,2020-01-05,145
French Guiana,2020-01-25,164
Namibia,2020-01-14,399
Nauru,2020-01-03,153
Japan,2020-01-23,350
Yemen,2020-01-16,249
United Kingdom,2020-01-21,388
Bulgaria,2020-01-29,477
Singapore,2020-01-23,341
Luxembourg,2020-01-23,433
Tokelau,2020-01-27,298
Ukraine,2020-01-09,455
Belarus,2020-01-07,176
Mauritius,2020-01-24,121
Sri Lanka,2020-01-28,400
Jamaica,2020-01-18,206
Burundi,2020-01-08,313
Gabon,2020-01-16,158
Gabon,2020-01-16,71
"Palestinian Territory, Occupied",2020-01-08,24
Bahrain,2020-01-05,33
Slovenia,2020-01-17,162
Syrian Arab Republic,2020-01-19,26
Viet Nam,2020-01-04,168
"Iran, Islamic Republic Of",2020-01-24,327
Nigeria,2020-01-17,33
Malawi,2020-01-08,486
Portugal,2020-01-06,233
Tonga,2020-01-16,367
Hungary,2020-01-15,478
Canada,2020-01-29,281
Saint Helena,2020-01-06,107
Turkmenistan,2020-01-12,396
Togo,2020-01-04,170
United Kingdom,2020-01-12,208
Timor-Leste,2020-01-26,19
"Korea, Republic of",2020-01-13,250
Svalbard and Jan Mayen,2020-01-18,71
El Salvador,2020-01-29,108
Algeria,2020-01-04,297
Slovakia,2020-01-04,194
Burkina Faso,2020-01-31,68
Paraguay,2020-01-25,423
Lesotho,2020-01-24,117
Faroe Islands,2020-01-06,278
Nepal,2020-01-08,251
Martinique,2020-01-10,133
Libyan Arab Jamahiriya,2020-01-26,466
Congo,2020-01-14,448
Myanmar,2020-01-15,112
Estonia,2020-01-09,117
Syrian Arab Republic,2020-01-07,346
Australia,2020-01-16,105
Kuwait,2020-01-01,349
Latvia,2020-01-20,183
Trinidad and Tobago,2020-01-14,250
Mozambique,2020-01-28,227
Mexico,2020-01-28,275
Saint Vincent and the Grenadines,2020-01-21,336
Portugal,2020-01-10,199
Jordan,2020-01-16,194
Marshall Islands,2020-01-04,91
Mayotte,2020-01-26,439
Pakistan,2020-01-23,36
Liberia,2020-01-02,243
Netherlands,2020-01-07,69
Wallis and Futuna,2020-01-11,260
South Africa,2020-01-21,433
Mayotte,2020-01-27,64
Luxembourg,2020-01-07,127
"Virgin Islands, U.S.",2020-01-28,414
Netherlands,2020-01-16,464
French Polynesia,2020-01-23,63
Denmark,2020-01-13,14
Japan,2020-01-18,254
Western Sahara,2020-01-01,397
Monaco,2020-01-12,39
Papua New Guinea,2020-01-04,276
Nigeria,2020-01-08,396
French Guiana,2020-01-10,11
Cameroon,2020-01-27,412
RWANDA,2020-01-13,18
Saudi Arabia,2020-01-26,465
Afghanistan,2020-01-09,331
Jamaica,2020-01-29,111
Sri Lanka,2020-01-15,479
Kenya,2020-01-06,258
France,2020-01-10,316
Cook Islands,2020-01-25,181
"Virgin Islands, British",2020-01-30,196
Niger,2020-01-16,354
"Palestinian Territory, Occupied",2020-01-16,22
Falkland Islands (Malvinas),2020-01-28,151
Ethiopia,2020-01-08,109
Luxembourg,2020-01-16,130
Libyan Arab Jamahiriya,2020-01-19,144
Guernsey,2020-01-12,20
Bahrain,2020-01-09,65
Slovenia,2020-01-10,136
"Virgin Islands, U.S.",2020-01-29,35
Gambia,2020-01-01,146
Guatemala,2020-01-03,22
Slovenia,2020-01-24,309
Hungary,2020-01-22,428
Eritrea,2020-01-28,44
Palau,2020-01-09,484
Djibouti,2020-01-09,368
Somalia,2020-01-26,264
Paraguay,2020-01-07,468
Suriname,2020-01-28,332
Estonia,2020-01-29,454
Japan,2020-01-14,367
Cameroon,2020-01-14,469
Nauru,2020-01-14,337
Malta,2020-01-11,203
Bhutan,2020-01-03,436
Thailand,2020-01-22,311
Sierra Leone,2020-01-28,361
Reunion,2020-01-23,114
Svalbard and Jan Mayen,2020-01-12,413
"Palestinian Territory, Occupied",2020-01-11,124
Botswana,2020-01-02,425
South Georgia and the South Sandwich Islands,2020-01-16,399
Saudi Arabia,2020-01-15,475
Somalia,2020-01-04,246
"Virgin Islands, British",2020-01-07,126
Samoa,2020-01-27,118
Lithuania,2020-01-22,261
Iraq,2020-01-08,325
Isle of Man,2020-01-13,200
Cameroon,2020-01-21,489
Antigua and Barbuda,2020-01-16,115
Mali,2020-01-12,376
Afghanistan,2020-01-06,219
Greenland,2020-01-22,31
Guatemala,2020-01-03,132
India,2020-01-23,80
Albania,2020-01-19,37
Bolivia,2020-01-30,55
Burundi,2020-01-15,213
Monaco,2020-01-06,37
Cocos (Keeling) Islands,2020-01-24,146
Nepal,2020-01-26,289
Greece,2020-01-08,82
Saint Lucia,2020-01-01,140
Bermuda,2020-01-21,298
Guinea,2020-01-23,398
American Samoa,2020-01-29,496
Luxembourg,2020-01-30,467
Venezuela,2020-01-04,7
Netherlands,2020-01-08,358
Bolivia,2020-01-30,269
Turkey,2020-01-29,132
Saint Lucia,2020-01-31,229
Aruba,2020-01-08,388
Madagascar,2020-01-13,359
Brazil,2020-01-03,27
Finland,2020-01-27,153
"Micronesia, Federated States of",2020-01-25,492
Dominica,2020-01-24,285
Monaco,2020-01-13,319
Tajikistan,2020-01-29,354
Greece,2020-01-31,336
Holy See (Vatican City State),2020-01-22,384
Liechtenstein,2020-01-13,73
Jordan,2020-01-04,460
Sierra Leone,2020-01-07,75
Belarus,2020-01-18,470
Niger,2020-01-30,146
Portugal,2020-01-25,169
Liberia,2020-01-04,212
Bangladesh,2020-01-11,422
Trinidad and Tobago,2020-01-24,188
Bangladesh,2020-01-03,343
Thailand,2020-01-16,234
Kuwait,2020-01-24,460
French Polynesia,2020-01-29,207
Lithuania,2020-01-13,82
Finland,2020-01-15,412
Barbados,2020-01-05,51
Qatar,2020-01-05,134
Bhutan,2020-01-27,286
Equatorial Guinea,2020-01-19,41
Togo,2020-01-26,46
Tonga,2020-01-27,344
Nicaragua,2020-01-10,258
Bolivia,2020-01-26,138
Italy,2020-01-26,309
Switzerland,2020-01-14,427
Indonesia,2020-01-07,402
Argentina,2020-01-25,46
Costa Rica,2020-01-08,70
Panama,2020-01-06,243
"Iran, Islamic Republic Of",2020-01-27,163
Mexico,2020-01-28,296
French Guiana,2020-01-11,78
RWANDA,2020-01-20,95
Argentina,2020-01-10,232
Norway,2020-01-16,464
Heard Island and Mcdonald Islands,2020-01-15,141
"Iran, Islamic Republic Of",2020-01-01,375
Czech Republic,2020-01-27,432
Western Sahara,2020-01-20,165
Costa Rica,2020-01-01,96
Hong Kong,2020-01-20,345
Azerbaijan,2020-01-14,140
Haiti,2020-01-30,100
Austria,2020-01-27,59
Falkland Islands (Malvinas),2020-01-03,130
Puerto Rico,2020-01-04,240
Somalia,2020-01-09,239
Kenya,2020-01-03,49
South Africa,2020-01-12,489
French Polynesia,2020-01-04,312
El Salvador,2020-01-18,91
Central African Republic,2020-01-25,348
Ethiopia,2020-01-30,13
Liberia,2020-01-19,94
Lebanon,2020-01-12,225
Puerto Rico,2020-01-09,350
Saudi Arabia,2020-01-14,152
Åland Islands,2020-01-19,436
Viet Nam,2020-01-10,446
Uzbekistan,2020-01-16,337
South Georgia and the South Sandwich Islands,2020-01-17,209
Faroe Islands,2020-01-18,110
Mayotte,2020-01-04,244
Uganda,2020-01-01,407
New Caledonia,2020-01-20,308
Haiti,2020-01-05,21
Algeria,2020-01-26,154
Saint Kitts and Nevis,2019-12-31,83
Greece,2020-01-22,304
Djibouti,2020-01-18,7
Netherlands,2020-01-13,331
Bolivia,2020-01-22,228
Cook Islands,2020-01-25,481
Saint Lucia,2020-01-01,492
Falkland Islands (Malvinas),2020-01-20,221
Botswana,2020-01-18,78
Lithuania,2020-01-31,261
Guyana,2020-01-06,446
Singapore,2020-01-04,190
American Samoa,2020-01-13,30
Turks and Caicos Islands,2020-01-05,90
Ireland,2020-01-17,442
United States,2020-01-13,329
Ecuador,2020-01-02,404
Japan,2020-01-09,361
Colombia,2020-01-16,177
Ireland,2020-01-09,335
Japan,2020-01-09,88
Maldives,2020-01-10,191
United Kingdom,2020-01-07,489
Bahamas,2020-01-10,367
Italy,2020-01-16,275
Northern Mariana Islands,2020-01-18,473
Svalbard and Jan Mayen,2020-01-19,369
Pitcairn,2020-01-08,120
Liberia,2020-01-21,376
"Korea, Republic of",2020-01-05,323
Anguilla,2020-01-08,248
Costa Rica,2020-01-28,457
Puerto Rico,2020-01-04,139
Saudi Arabia,2020-01-04,439
Slovakia,2020-01-04,203
Jordan,2020-01-11,359
New Zealand,2020-01-06,191
Liechtenstein,2020-01-23,19
Grenada,2020-01-07,199
Indonesia,2020-01-29,494
"Virgin Islands, U.S.",2020-01-26,151
"Macedonia, The Former Yugoslav Republic of",2020-01-25,48
Burundi,2020-01-20,128
Western Sahara,2020-01-26,428
Portugal,2020-01-21,437
Wallis and Futuna,2020-01-29,103
Turkmenistan,2020-01-04,349
Guinea-Bissau,2020-01-22,400
Malta,2020-01-30,8
Brunei Darussalam,2020-01-06,304
Chad,2020-01-10,237
Paraguay,2020-01-23,27
Israel,2020-01-13,199
South Africa,2020-01-16,105
Venezuela,2020-01-01,152
Uruguay,2020-01-23,341
Greece,2020-01-11,190
RWANDA,2020-01-15,341
Bosnia and Herzegovina,2020-01-22,17
Mauritius,2020-01-07,227
Sierra Leone,2020-01-11,499
Saint Helena,2020-01-12,86
Azerbaijan,2020-01-01,272
United Arab Emirates,2020-01-04,202
El Salvador,2020-01-13,497
Denmark,2020-01-20,277
French Southern Territories,2020-01-22,103
Ukraine,2020-01-13,86
Niue,2020-01-23,1
Algeria,2020-01-19,377
Belgium,2020-01-10,285
Paraguay,2020-01-14,462
Guinea-Bissau,2020-01-03,167
Finland,2020-01-16,217
Yemen,2020-01-08,133
French Southern Territories,2020-01-12,110
Chad,2020-01-11,175
Suriname,2020-01-15,314
Kazakhstan,2020-01-18,173
Togo,2020-01-05,319
El Salvador,2020-01-21,188
Sao Tome and Principe,2020-01-02,239
Mali,2020-01-26,190
Saint Helena,2020-01-22,380
Colombia,2020-01-14,296
Kuwait,2020-01-02,208
Cambodia,2020-01-23,86
Croatia,2020-01-11,227
Aruba,2020-01-02,38
Yemen,2020-01-11,123
Trinidad and Tobago,2020-01-12,47
"Moldova, Republic of",2020-01-20,88
Heard Island and Mcdonald Islands,2020-01-25,30
Gibraltar,2020-01-23,366
Malta,2020-01-11,249
Pakistan,2020-01-11,277
Tajikistan,2020-01-19,427
Austria,2020-01-28,302
Dominican Republic,2020-01-27,319
RWANDA,2020-01-27,144
Ghana,2020-01-18,443
Guinea-Bissau,2020-01-10,319
"Congo, The Democratic Republic of the",2020-01-21,174
Antarctica,2020-01-03,302
Finland,2020-01-04,207
Serbia and Montenegro,2020-01-09,35
Cambodia,2020-01-10,326
Guatemala,2020-01-25,239
Bolivia,2020-01-16,104
Kenya,2020-01-12,110
Anguilla,2020-01-07,103
Kyrgyzstan,2020-01-04,419
Afghanistan,2020-01-29,239
Samoa,2020-01-18,27
Equatorial Guinea,2020-01-05,261
Falkland Islands (Malvinas),2020-01-24,177
Lebanon,2020-01-07,401
Antarctica,2020-01-17,311
Bhutan,2020-01-24,444
Paraguay,2020-01-03,286
Mongolia,2020-01-09,400
Tunisia,2020-01-07,499
Togo,2020-01-09,136
Sudan,2020-01-11,167
Cameroon,2020-01-20,166
"Iran, Islamic Republic Of",2020-01-30,231
Brunei Darussalam,2020-01-19,285
Vanuatu,2020-01-28,490
Ethiopia,2020-01-22,67
Azerbaijan,2020-01-21,468
Bermuda,2020-01-21,277
"Cote D""Ivoire",2020-01-08,178
Gibraltar,2020-01-18,298
Sri Lanka,2020-01-18,80
Greenland,2020-01-31,279
Portugal,2020-01-12,77
French Southern Territories,2020-01-23,442
Åland Islands,2020-01-17,395
Turkmenistan,2020-01-27,421
"Iran, Islamic Republic Of",2020-01-17,232
Turkmenistan,2020-01-26,21
San Marino,2020-01-14,430
Seychelles,2020-01-09,193
"Micronesia, Federated States of",2020-01-06,318
French Southern Territories,2020-01-22,29
Equatorial Guinea,2020-01-05,407
Uganda,2020-01-20,324
Afghanistan,2020-01-06,187
Guadeloupe,2020-01-25,393
"Cote D""Ivoire",2020-01-13,495
Japan,2020-01-07,92
Cayman Islands,2020-01-15,98
Nauru,2020-01-26,332
Cape Verde,2020-01-05,339
Pakistan,2020-01-01,462
Brazil,2020-01-17,18
Belarus,2020-01-10,393
Indonesia,2020-01-09,52
Holy See (Vatican City State),2020-01-23,367
Mali,2020-01-21,191
Kiribati,2020-01-18,392
Bermuda,2020-01-18,292
Senegal,2020-01-15,378
Czech Republic,2020-01-03,196
Czech Republic,2020-01-30,456
Malaysia,2020-01-08,272
British Indian Ocean Territory,2020-01-12,319
Turks and Caicos Islands,2020-01-06,55
Tokelau,2020-01-21,121
Saint Helena,2020-01-23,313
AndorrA,2020-01-28,250
Nigeria,2020-01-19,42
Guernsey,2020-01-03,302
Australia,2020-01-24,339
United States Minor Outlying Islands,2020-01-08,228
Benin,2020-01-04,84
Oman,2020-01-12,353
Bosnia and Herzegovina,2020-01-18,81
Cape Verde,2020-01-19,89
Tonga,2020-01-20,97
Grenada,2020-01-11,404
Poland,2020-01-07,120
Seychelles,2020-01-29,460
Honduras,2020-01-10,7
Brunei Darussalam,2020-01-22,222
Antarctica,2020-01-31,59
Sri Lanka,2020-01-03,231
Saint Helena,2020-01-26,131
Kyrgyzstan,2020-01-20,39
Guatemala,2020-01-18,272
Qatar,2020-01-13,285
Malawi,2020-01-24,251
Panama,2020-01-21,158
Netherlands Antilles,2020-01-26,454
Dominican Republic,2020-01-22,38
Western Sahara,2020-01-01,44
Togo,2020-01-29,118
Cayman Islands,2020-01-16,372
Venezuela,2020-01-09,418
Argentina,2020-01-16,471
Japan,2020-01-31,104
Costa Rica,2020-01-13,415
Bulgaria,2020-01-16,479
United States Minor Outlying Islands,2020-01-30,354
Honduras,2020-01-13,12
Tonga,2020-01-12,233
Estonia,2020-01-27,462
Mozambique,2020-01-16,138
Malta,2020-01-28,83
Nauru,2020-01-06,230
Switzerland,2020-01-06,425
San Marino,2020-01-20,377
Switzerland,2020-01-19,302
Guernsey,2020-01-24,359
Uzbekistan,2020-01-17,354
Poland,2020-01-06,379
"Virgin Islands, U.S.",2020-01-24,150
Croatia,2020-01-15,190
Estonia,2020-01-03,206
Sudan,2020-01-25,408
Malawi,2020-01-05,232
Haiti,2020-01-30,44
Burkina Faso,2020-01-20,453
Slovenia,2020-01-18,127
Namibia,2020-01-20,246
Romania,2020-01-08,44
Finland,2020-01-13,179
Cambodia,2020-01-07,336
Somalia,2020-01-16,467
Philippines,2020-01-08,108
Dominican Republic,2020-01-09,72
Slovakia,2020-01-26,235
Macao,2020-01-07,445
Faroe Islands,2020-01-27,171
Netherlands Antilles,2020-01-19,320
Lithuania,2020-01-19,374
"Palestinian Territory, Occupied",2020-01-03,201
United Arab Emirates,2020-01-13,357
Puerto Rico,2020-01-13,350
Finland,2020-01-30,48
Kuwait,2020-01-05,128
Puerto Rico,2020-01-19,475
Niger,2020-01-11,386
Seychelles,2020-01-06,169
Equatorial Guinea,2020-01-05,396
Turkmenistan,2020-01-27,104
Australia,2020-01-29,178
Niue,2020-01-30,455
Uganda,2020-01-17,261
Martinique,2020-01-31,296
Zambia,2020-01-23,176
Suriname,2020-01-20,289
Angola,2020-01-16,205
Botswana,2020-01-26,123
Zambia,2020-01-14,427
Jersey,2020-01-01,261
Bolivia,2020-01-23,95
Spain,2020-01-10,122
Bhutan,2020-01-25,314
San Marino,2020-01-01,372
Afghanistan,2020-01-28,6
El Salvador,2020-01-25,117
Panama,2020-01-24,467
Equatorial Guinea,2020-01-10,189
Eritrea,2020-01-06,73
British Indian Ocean Territory,2020-01-15,347
Montserrat,2020-01-05,345
Samoa,2020-01-14,335
Gabon,2020-01-20,226
United States,2020-01-08,389
Nepal,2020-01-17,37
Lebanon,2020-01-13,204
Singapore,2020-01-01,157
Grenada,2020-01-30,422
Trinidad and Tobago,2020-01-21,57
Armenia,2020-01-27,203
Ukraine,2020-01-02,163
Monaco,2020-01-19,101
Ghana,2020-01-15,308
France,2020-01-29,21
Lesotho,2020-01-19,124
Lesotho,2020-01-14,125
Ukraine,2020-01-04,293
Slovakia,2020-01-01,254
South Africa,2020-01-04,199
"Macedonia, The Former Yugoslav Republic of",2020-01-21,379
Viet Nam,2020-01-10,421
Iceland,2020-01-08,289
Belarus,2020-01-11,116
French Southern Territories,2020-01-11,242
Iceland,2020-01-09,169
Uganda,2020-01-05,246
Angola,2020-01-14,80
Christmas Island,2020-01-31,361
Guatemala,2020-01-14,424
Portugal,2020-01-31,244
Guatemala,2020-01-04,175
Cuba,2020-01-08,311
Barbados,2020-01-05,459
Guadeloupe,2020-01-20,172
Holy See (Vatican City State),2020-01-11,4
Wallis and Futuna,2020-01-14,429
Viet Nam,2020-01-25,426
India,2020-01-26,94
Comoros,2020-01-03,12
Palau,2020-01-08,178
AndorrA,2020-01-04,247
Venezuela,2020-01-11,70
Myanmar,2020-01-22,382
United Kingdom,2020-01-03,342
Monaco,2020-01-22,276
Bouvet Island,2020-01-27,313
Madagascar,2020-01-03,254
Norfolk Island,2020-01-06,67
Portugal,2020-01-11,4
Mali,2020-01-01,293
Russian Federation,2020-01-06,247
"Virgin Islands, British",2020-01-18,452
Bahrain,2020-01-23,243
Hungary,2020-01-14,318
Monaco,2020-01-20,171
"Tanzania, United Republic of",2020-01-07,384
Eritrea,2020-01-26,367
Algeria,2020-01-09,382
Poland,2020-01-02,288
Luxembourg,2020-01-05,347
Croatia,2020-01-25,448
Liechtenstein,2020-01-07,407
Uruguay,2020-01-23,376
Venezuela,2020-01-14,66
Luxembourg,2020-01-23,311
Burundi,2020-01-14,191
Lesotho,2020-01-16,256
Qatar,2020-01-05,51
Guinea,2020-01-23,495
Malaysia,2020-01-13,41
Sudan,2020-01-22,317
Jersey,2020-01-10,476
Turks and Caicos Islands,2020-01-18,326
Russian Federation,2020-01-03,35
Azerbaijan,2020-01-27,405
Svalbard and Jan Mayen,2020-01-07,64
Cambodia,2020-01-20,328
Uzbekistan,2020-01-27,286
"Tanzania, United Republic of",2020-01-15,427
Honduras,2020-01-03,63
Nigeria,2020-01-06,140
Guatemala,2020-01-05,127
Mozambique,2020-01-08,321
French Polynesia,2020-01-17,231
Mali,2020-01-01,376
Czech Republic,2020-01-20,140
American Samoa,2020-01-14,288
Marshall Islands,2020-01-12,315
Bulgaria,2020-01-27,114
Netherlands,2020-01-09,431
Fiji,2020-01-06,211
Åland Islands,2020-01-24,133
Falkland Islands (Malvinas),2020-01-14,353
Central African Republic,2020-01-04,422
French Polynesia,2020-01-02,210
Yemen,2020-01-11,45
United States Minor Outlying Islands,2020-01-24,421
