Song,Date,Number of Plays
Hagåtña,2020-05-09,1287
Dammam,2020-02-19,642
Shillong,2020-01-30,455
Kigali,2020-04-17,393
Almaty,2020-02-23,1083
Nassau,2020-03-24,865
The Hague,2020-05-11,124
Karachi,2020-02-25,649
Rosario,2020-04-27,1249
Surat Thani,2020-03-08,1628
Providence,2020-01-18,321
Batticaloa,2020-02-18,509
Beijing,2020-02-28,747
Bilbao,2020-03-17,397
Conakry,2020-02-12,1136
Port-au-Prince,2020-03-09,210
Oslo,2020-02-19,1366
Simferopol,2020-01-13,1066
Hiroshima,2020-03-21,1687
Port Moresby,2020-03-09,123
Tórshavn,2020-04-25,823
Saipan,2020-01-29,1989
The Hague,2020-01-06,895
Palma,2020-02-05,1933
El Aaiún,2020-05-28,548
Amsterdam,2020-01-22,1783
Cayenne,2020-04-23,1263
Manchester,2020-05-28,1275
Boston,2020-05-07,1524
Semarang,2020-03-24,1238
Dibrugarh,2020-05-11,835
Sapporo,2020-01-23,1832
Khartoum,2020-04-11,207
Zürich,2020-05-27,832
Accra,2020-01-14,195
Yaren District,2020-03-23,564
Yogyakarta (city),2020-03-06,1389
Sarajevo,2020-05-24,1044
Buffalo,2020-02-28,1623
Koulikoro,2020-04-29,1923
Lucknow,2020-01-15,814
Nouméa,2020-02-21,1028
Newcastle,2020-05-03,768
Zamboanga City,2020-02-02,777
São Paulo,2020-04-25,1386
Cannes,2020-04-07,1788
San Diego,2020-04-16,471
New York City,2020-05-15,1925
Sana'a,2020-05-10,1559
Bergen,2020-01-08,1651
Anadyr (town),2020-01-04,620
Oklahoma City,2020-02-28,122
Charlottetown,2020-05-18,1248
Nantes,2020-03-12,1038
Abidjan,2020-01-27,1118
Nizhny Novgorod,2020-02-24,1960
Medan,2020-02-01,1994
Sacramento,2020-02-03,1123
South Tarawa,2020-05-20,1401
San Antonio,2020-04-10,1730
Bangui,2020-02-28,769
Invercargill,2020-03-29,666
Dongguan,2020-01-29,1540
Yekaterinburg,2020-02-05,1166
Macau,2020-04-26,1213
London,2020-05-10,1330
Asunción,2020-03-06,1143
Omsk,2020-05-28,489
Nakhon Ratchasima,2020-03-23,951
San Juan,2020-03-03,610
Dongguan,2020-04-12,839
Miri,2020-03-21,1053
Monterrey,2020-02-06,1222
Fortaleza,2020-03-31,177
Palembang,2020-02-01,489
Forked River,2020-03-20,1213
Nizhny Novgorod,2020-04-12,1097
Weno,2020-04-07,1870
Puerto Williams,2020-05-17,280
Balikpapan,2020-02-03,1298
Albuquerque,2020-01-20,1946
Las Vegas,2020-05-08,205
Cork (city),2020-04-17,1557
Helsinki,2020-01-04,773
Geneva,2020-01-22,1355
Rio Branco,2020-03-08,1173
Jacksonville,2020-04-28,146
Mogadishu,2020-04-09,880
Davao City,2020-04-01,773
London,2020-02-17,834
Kabul,2020-03-17,1861
Houston,2020-01-13,1420
Athens,2020-04-10,602
Beijing,2020-01-14,1983
Managua,2020-03-16,295
Xi'an,2020-04-14,342
Barranquilla,2020-02-09,159
Dublin,2020-02-09,1144
Kyoto,2020-03-15,497
Edinburgh,2020-04-07,1494
Havana,2020-02-15,1974
Dammam,2020-02-17,524
Basra,2020-05-23,625
Angra do Heroísmo,2020-01-21,516
Boa Vista,2020-05-10,1068
Miri,2020-03-24,335
Fort-de-France,2020-05-06,1977
Zamboanga City,2020-01-26,1907
Surabaya,2020-03-25,1911
Guangzhou,2020-03-30,1946
Zagreb,2020-03-22,529
Port Hedland,2020-02-04,1733
Dededo,2020-04-24,192
Assis,2020-01-13,1936
Honiara,2020-05-21,117
Rio Branco,2020-02-05,1749
Tagbilaran,2020-03-15,820
Rochester,2020-02-07,1785
Freetown,2020-01-26,987
Macau,2020-04-22,777
Cairns,2020-01-17,888
Canberra,2020-03-25,1978
Memphis,2020-02-24,1508
Saint John,2020-02-13,1438
Sitka,2020-03-03,1749
Glasgow,2020-03-10,1375
Willemstad,2020-01-17,1536
Praia,2020-02-01,163
Pyongyang,2020-02-04,1585
Rochester,2020-04-11,926
Islamabad,2020-02-01,1807
Panama City,2020-01-22,1601
Banjul,2020-01-15,1631
Lucknow,2020-05-24,682
Serekunda,2020-05-18,1342
Valparaíso,2020-03-05,1417
Ilhéus,2020-05-25,621
Stockholm,2020-05-06,685
Timbuktu,2020-03-26,624
Philadelphia,2020-04-26,1739
Ho Chi Minh City,2020-05-29,449
Banda Aceh,2020-04-11,737
Pune,2020-05-24,248
Enugu,2020-01-29,145
Ulan Bator,2020-02-17,125
Damascus,2020-04-28,1782
Tbilisi,2020-01-07,494
Surabaya,2020-02-02,1784
Sydney,2020-01-05,1172
N'Djamena,2020-01-07,402
Bujumbura,2020-03-24,384
Porto Velho,2020-03-06,1716
Asunción,2020-01-08,767
Hobart,2020-05-26,480
Bergen,2020-03-16,128
Manaus,2020-04-16,323
Cockburn Town,2020-01-02,1513
Athens,2020-02-10,1952
Bursa,2020-02-24,1434
Vatican City,2020-05-02,649
Melbourne,2020-02-04,321
Gdańsk,2020-01-26,906
Amman,2020-04-02,1061
Atlanta,2020-03-07,484
Malmö,2020-02-20,1253
Alor Star,2020-02-24,1525
Kobe,2020-05-13,508
Kuwait City,2020-03-29,1866
Antananarivo,2020-04-15,973
Osaka,2020-01-22,1857
Gibraltar,2020-05-26,1610
Salzburg,2020-01-01,658
Mecca,2020-04-26,726
Surat Thani,2020-04-07,1319
Dededo,2020-03-10,1865
Lviv,2020-02-09,455
Miri,2020-01-19,1577
Louisville,2020-03-25,680
Makati City,2020-03-05,253
Veracruz,2020-01-13,1954
Kawasaki,2020-04-03,1706
Bulawayo,2020-04-23,1464
Handan,2020-01-12,140
Nukuʻalofa,2020-03-10,728
Honiara,2020-04-26,146
Kolkata,2020-01-13,465
Havana,2020-03-06,1568
Gaza,2020-03-08,1862
Djibouti (city),2020-03-31,1608
Pittsburgh,2020-01-13,147
Kuwait City,2020-04-15,868
Birkirkara,2020-05-03,1490
Port Said,2020-01-01,1614
Calama,2020-05-08,107
Malmö,2020-05-27,1049
Handan,2020-04-24,1414
Buenos Aires,2020-04-17,1853
Stockholm,2020-01-26,1640
Macapá,2020-04-25,184
Manama,2020-04-23,622
Cartagena,2020-03-09,1664
Beirut,2020-02-04,937
Gdańsk,2020-03-30,1139
Assis,2020-03-27,287
Road Town,2020-03-29,1582
Chongqing,2020-05-05,1098
Riverside,2020-04-02,1081
Perth,2020-02-04,1563
Geelong,2020-05-20,1991
Split (city),2020-03-12,564
Monterrey,2020-01-10,928
Vienna,2020-01-28,757
Detroit,2020-05-18,859
Muscat,2020-01-13,1215
Sitka,2020-01-07,1914
Tbilisi,2020-03-01,1959
Xining,2020-02-01,129
Chaguanas,2020-04-29,1640
Basse-Terre,2020-04-28,2000
Oslo,2020-05-19,407
Yellowknife,2020-02-06,673
Dhaka,2020-03-22,1766
Chongjin,2020-05-19,531
Mata-Utu,2020-05-05,1327
Ürümqi,2020-04-28,1916
Suva,2020-02-02,276
Manaus,2020-05-26,410
Seville,2020-04-04,165
Chişinău,2020-05-12,789
Salzburg,2020-03-09,946
Denpasar,2020-05-31,764
Nagoya,2020-02-23,1266
Banjul,2020-04-07,1405
New York City,2020-05-19,1020
Mandurah,2020-02-02,1303
Kyoto,2020-04-08,126
Shanghai,2020-05-14,1385
Phoenix,2020-02-03,250
Makati City,2020-03-12,1745
San Francisco,2020-02-14,314
Saipan,2020-05-15,1846
Invercargill,2020-03-01,1262
Ankara,2020-04-19,1563
Zürich,2020-05-15,261
Naples,2020-05-30,526
Amritsar,2020-01-21,218
Kyoto,2020-01-09,1548
Tiraspol,2020-04-04,687
San Juan,2020-01-12,400
Bamako,2020-03-09,1215
Phnom Penh,2020-01-26,993
Chihuahua,2020-01-15,1471
Ndola,2020-02-16,1582
Hargeisa,2020-03-03,1366
Jakarta,2020-02-14,1457
Shenyang,2020-04-23,1175
Singapore,2020-03-11,1319
Marseille,2020-03-20,1704
San Fernando,2020-02-05,188
Yamoussoukro,2020-02-24,768
Labasa,2020-03-22,813
Lisbon,2020-02-05,465
Munich,2020-04-24,1650
Mata-Utu,2020-01-26,1018
Lisbon,2020-03-14,1991
Perth,2020-02-23,1398
Port Vila,2020-02-07,1091
Norilsk,2020-02-28,1652
Vientiane,2020-02-07,1816
Townsville,2020-03-14,238
El Paso,2020-03-09,1618
Bahía Blanca,2020-03-11,1391
Montreal,2020-05-02,1586
Tegucigalpa,2020-03-25,1708
Ushuaia,2020-04-05,997
Juneau,2020-04-24,1072
Astana,2020-05-03,841
Kraków,2020-01-17,956
Sitka,2020-03-14,458
Francistown,2020-03-01,511
Regina,2020-05-25,1308
Bulawayo,2020-05-11,721
Xi'an,2020-05-11,1098
Almaty,2020-05-02,1599
Kathmandu,2020-05-05,1520
Maputo,2020-01-19,927
Faisalabad,2020-02-11,1378
Dar es Salaam,2020-04-27,1458
Mogadishu,2020-03-16,1789
Bratislava,2020-01-31,1923
Shanghai,2020-03-11,836
Iloilo City,2020-02-29,1046
Mecca,2020-01-02,1504
Bahía Blanca,2020-02-10,1256
Warsaw,2020-01-02,1409
Christchurch,2020-05-13,1736
Magadan,2020-04-17,529
Rochester,2020-02-18,1571
Ottawa,2020-05-11,1330
Geneva,2020-01-15,1584
Singapore,2020-01-19,1933
Cannes,2020-03-24,1512
Concepción,2020-05-15,1210
Medan,2020-03-22,760
Seoul,2020-03-27,724
Campo Grande,2020-05-24,1157
Kota Kinabalu,2020-04-07,1892
Tskhinvali,2020-03-22,1868
Brisbane,2020-04-12,499
Santiago,2020-05-06,871
Perth,2020-02-18,1469
Las Palmas de Gran Canaria,2020-02-11,1808
Nouakchott,2020-03-14,520
Zapopan,2020-01-07,1781
Bangalore,2020-03-13,718
Antwerp,2020-02-29,910
Tallinn,2020-02-11,591
Philadelphia,2020-01-09,280
Minneapolis,2020-05-13,1232
Murmansk,2020-01-29,1640
Patna,2020-02-12,604
Surat Thani,2020-03-28,965
Palma,2020-05-15,789
Medellín,2020-01-22,1700
Batticaloa,2020-01-02,1049
Tórshavn,2020-05-28,1546
Moscow,2020-02-15,440
Dubai,2020-01-02,1007
Rome,2020-01-30,1639
Tianjin,2020-01-31,1681
Cairo,2020-03-10,389
Alexandria,2020-02-14,797
Ulan Bator,2020-04-19,1508
Forked River,2020-02-25,227
Forked River,2020-01-20,929
Mamoudzou,2020-01-10,1620
Zanzibar City,2020-05-07,1640
Valdivia,2020-04-28,639
Regina,2020-03-24,732
Jerusalem,2020-05-04,1372
Liverpool,2020-01-11,1432
Phnom Penh,2020-02-12,844
Porto Alegre,2020-01-28,1566
Mashhad,2020-03-22,111
Alofi,2020-05-30,482
Douala,2020-04-28,481
Norilsk,2020-04-18,1572
Gold Coast,2020-04-11,164
Assis,2020-05-18,1128
Nagoya,2020-05-15,1444
London,2020-01-27,573
Santa Cruz de la Sierra,2020-01-09,1554
Tokyo,2020-02-06,759
Chennai,2020-04-02,1927
Hanover,2020-05-03,1057
Alor Star,2020-03-14,112
Bishkek,2020-01-20,913
Moscow,2020-02-17,1875
Tokyo,2020-03-16,419
Beirut,2020-02-02,1024
Belize City,2020-04-03,352
Sabha,2020-03-15,111
Xining,2020-04-02,470
Medan,2020-02-29,1886
Sapporo,2020-02-22,228
Ilhéus,2020-04-04,293
Ushuaia,2020-05-17,340
Petropavlovsk-Kamchatsky,2020-01-17,408
Kansas City,2020-02-17,360
Libreville,2020-05-04,322
Indianapolis,2020-03-26,820
Antananarivo,2020-04-26,571
Townsville,2020-02-26,451
Alofi,2020-02-18,1580
Brisbane,2020-01-11,207
Mérida,2020-05-02,1714
Maputo,2020-02-11,423
Srinagar,2020-05-23,1200
Invercargill,2020-04-24,1068
Johor Bahru,2020-05-11,1243
Jeddah,2020-04-13,561
Taiyuan,2020-05-12,1370
Rawalpindi,2020-01-01,1196
Shenzhen,2020-02-07,102
Johannesburg,2020-01-10,1860
Sucre,2020-03-08,1118
Wellington,2020-03-10,697
Leipzig,2020-01-25,1711
London,2020-03-08,1460
Concepción,2020-01-29,365
Stanley,2020-05-18,805
Tabriz,2020-01-19,515
Bratislava,2020-04-13,1962
Minsk,2020-01-12,903
Malacca Town,2020-05-27,712
Innsbruck,2020-04-10,1132
The Valley,2020-02-21,357
Innsbruck,2020-04-08,674
Managua,2020-02-21,548
City of San Marino,2020-05-25,340
Douglas,2020-02-27,251
Palma,2020-05-30,108
Ndola,2020-02-27,802
Toulouse,2020-04-24,1594
San José,2020-01-21,1901
Budapest,2020-02-19,1667
Moscow,2020-04-22,1382
Tbilisi,2020-03-22,793
Koror,2020-04-17,1225
Anchorage,2020-05-14,453
Siem Reap,2020-03-27,1656
Brussels,2020-01-10,1818
Sukhumi,2020-03-03,1610
Cincinnati,2020-05-16,1392
Malmö,2020-05-17,1551
Osaka,2020-02-21,1609
Pattaya,2020-01-17,1561
Saskatoon,2020-02-19,1734
Norilsk,2020-05-26,1707
Antananarivo,2020-04-06,1556
Zhengzhou,2020-01-16,977
Vilnius,2020-03-06,771
Cincinnati,2020-02-10,584
Valencia,2020-02-16,386
Raleigh,2020-01-05,216
Tunis,2020-05-20,446
Surat Thani,2020-02-21,2000
Kyoto,2020-04-17,1749
Kuching,2020-03-28,549
Pretoria,2020-04-12,858
Pago Pago,2020-05-16,418
Detroit,2020-01-16,929
Ho Chi Minh City,2020-04-23,166
Willemstad,2020-03-30,145
Jeddah,2020-05-12,1889
Liverpool,2020-03-04,1963
Pontianak,2020-03-14,1756
Sri Jayawardenapura-Kotte,2020-04-27,323
Ankara,2020-01-19,705
Chengdu,2020-01-08,1321
Liverpool,2020-02-03,813
Quito,2020-05-29,210
Monterrey,2020-01-20,130
Miri,2020-03-23,1053
N'Djamena,2020-02-12,785
Wichita,2020-03-09,1287
Colombo,2020-04-12,938
Sabha,2020-03-24,171
Dublin,2020-05-13,1570
Pontianak,2020-03-26,1032
Guayaquil,2020-03-24,901
Virginia Beach,2020-05-29,1072
Lubumbashi,2020-04-30,799
Cusco,2020-05-11,138
Changchun,2020-04-25,1439
Ljubljana,2020-05-23,977
Salzburg,2020-05-05,1385
Lviv,2020-05-08,1262
San Diego,2020-02-20,1134
Oklahoma City,2020-05-16,606
Birkirkara,2020-05-06,1860
Cincinnati,2020-05-12,600
Dodoma,2020-03-02,418
Lisbon,2020-04-13,1388
Davao City,2020-03-22,330
Da Nang,2020-04-30,304
Turin,2020-02-11,172
Quebec City,2020-05-14,1639
Rabi Island,2020-01-22,1133
Patna,2020-05-29,1527
Fredericton,2020-05-07,721
Baltimore,2020-02-08,1813
Seattle,2020-04-06,645
Udon Thani,2020-01-12,246
Livingstone,2020-05-06,195
Alor Star,2020-01-11,1032
Chennai,2020-02-01,1471
Pago Pago,2020-01-08,553
Cali,2020-04-06,893
Charlottetown,2020-04-16,1636
Nanning,2020-03-21,1443
Indianapolis,2020-03-05,617
Antananarivo,2020-05-30,936
Chişinău,2020-05-20,266
Nicosia,2020-03-08,260
Malang,2020-03-16,1908
Nicosia,2020-01-12,1994
Andorra la Vella,2020-03-29,477
Roseau,2020-05-01,125
Zapopan,2020-02-21,1559
Port-au-Prince,2020-03-14,1255
Dresden,2020-01-29,162
Jeddah,2020-01-05,879
Peshawar,2020-05-12,1558
Yekaterinburg,2020-04-12,1706
Maseru,2020-04-23,1578
Amman,2020-03-09,124
Hobart,2020-03-21,1461
Ndola,2020-05-26,872
Newcastle,2020-05-05,1384
Hanover,2020-05-30,1991
Siem Reap,2020-03-07,1723
Roseau,2020-05-31,1715
Memphis,2020-02-24,274
Minneapolis,2020-01-27,719
Marrakech,2020-03-19,273
Gothenburg,2020-03-28,1932
Pyongyang,2020-03-05,1208
Bandar Seri Begawan,2020-04-09,309
Ilhéus,2020-01-24,795
Banjul,2020-02-02,1594
Banjul,2020-05-24,327
Adamstown,2020-02-05,1981
Livingstone,2020-01-20,298
Roseau,2020-04-15,1158
Jersey City,2020-04-07,460
Durban,2020-03-03,410
El Paso,2020-03-30,1211
Alor Star,2020-01-07,1278
Zanzibar City,2020-01-23,1393
Denver,2020-03-12,1369
Yellowknife,2020-04-16,960
Mumbai,2020-01-30,333
Frankfurt,2020-04-18,764
Tiraspol,2020-01-03,374
Port Moresby,2020-02-28,1585
Palikir,2020-05-18,989
Gibraltar,2020-03-14,337
Mata-Utu,2019-12-31,1608
Lagos,2020-03-04,331
Santiago de Cuba,2020-01-03,833
Vatican City,2020-03-19,794
Huế,2020-02-11,556
El Aaiún,2020-02-29,1305
Manama,2020-02-22,235
Mecca,2020-05-02,216
Hiroshima,2020-04-05,1552
Wollongong,2020-04-12,881
Tashkent,2020-05-04,1923
Jakarta,2020-04-18,491
Dunedin,2020-03-12,914
Johannesburg,2020-05-26,1190
South Tarawa,2020-05-08,715
Nanning,2020-02-16,923
Kobe,2020-02-03,1598
Tirana,2020-05-21,1330
Vienna,2020-05-05,476
Bratislava,2020-05-18,434
Port Blair,2020-02-24,446
Istanbul,2020-05-06,1335
Banjul,2020-03-18,627
Mérida,2020-03-18,1764
Hyderabad,2020-04-01,998
Livingstone,2020-02-19,1612
Bangkok,2020-03-26,524
Daegu,2020-04-13,609
Osaka,2020-03-21,605
Boston,2020-05-21,659
Chongqing,2020-04-15,1517
Malmö,2020-04-03,295
Austin,2020-01-25,765
Tiraspol,2020-04-25,1632
Sofia,2020-05-11,1196
Simferopol,2020-05-30,1041
Dodoma,2020-05-04,1376
Nanning,2020-04-08,1380
El Aaiún,2020-01-20,737
Kandy,2020-01-14,1460
Riverside,2020-05-29,1282
Juneau,2020-05-29,406
Chittagong,2020-03-11,340
Tabriz,2020-01-31,966
Libreville,2020-01-03,416
Santo Domingo,2020-05-20,1131
Gaza,2020-03-07,1478
Valdivia,2020-02-02,1543
Wollongong,2020-03-20,1487
Montevideo,2020-05-24,1753
Bogor,2020-01-07,445
St. Louis,2020-04-29,1406
Chihuahua,2020-03-02,1572
Cannes,2020-04-14,642
Dededo,2020-05-11,1408
Jakarta,2020-01-08,1171
Bamako,2020-02-20,1495
Kobe,2020-04-22,1023
Thessaloniki,2020-05-19,1591
Bloemfontein,2020-04-04,391
Vientiane,2020-02-24,1947
Liverpool,2020-02-12,1736
Boa Vista,2020-01-30,1742
Auckland,2020-05-16,1613
Nukus,2020-03-22,1416
Shanghai,2020-04-06,1720
Calgary,2020-01-12,989
Islamabad,2020-04-13,1035
São Tomé,2020-01-22,489
Medina,2020-01-18,930
Livingstone,2020-01-11,1897
Yekaterinburg,2020-03-05,399
Lyon,2020-03-13,806
Tripoli,2020-04-24,1986
Andorra la Vella,2020-01-28,595
Jinan,2020-04-22,717
City of Halifax,2020-01-10,724
Salt Lake City,2020-05-09,286
Marseille,2020-01-04,1032
Riga,2020-02-03,951
Zamboanga City,2020-04-12,1337
Osaka,2020-05-06,524
San Diego,2020-05-17,772
Macapá,2020-01-09,1954
Saipan,2020-02-02,1661
Fortaleza,2020-05-19,141
Maceió,2020-01-20,1345
Tbilisi,2020-04-25,299
Cuiabá,2020-01-14,1086
Portland,2020-01-27,1485
Pontianak,2020-02-08,1165
Gibraltar,2020-02-16,419
Charlottetown,2020-05-20,1891
Cuiabá,2020-04-28,281
Pattaya,2020-03-12,1747
Melbourne,2020-03-24,1243
Jeddah,2020-01-08,384
Dongguan,2020-02-28,939
Omsk,2020-03-23,116
Providence,2020-04-25,155
Córdoba,2020-05-17,1193
Lisbon,2020-03-19,967
Doha,2020-04-08,854
Tashkent,2020-02-29,1843
Hagåtña,2020-03-09,802
Cairns,2020-04-27,1911
Da Nang,2020-04-09,1854
Algiers,2020-02-13,1253
Mogadishu,2020-05-17,907
Kathmandu,2020-03-23,1592
Shenzhen,2020-03-24,842
Osaka,2020-05-14,1963
Kolkata,2020-03-15,1814
Tegucigalpa,2020-05-03,202
Lucknow,2020-04-09,1215
Tijuana,2020-05-08,773
Macau,2020-01-23,164
Albuquerque,2020-03-23,1621
Naples,2020-04-25,683
Antofagasta,2020-01-09,1944
Hiroshima,2020-04-21,757
Niamey,2020-01-25,299
Damascus,2020-01-10,1053
Almaty,2020-05-28,1634
Leipzig,2020-03-28,1893
Perth,2020-04-19,1305
Anadyr (town),2020-01-23,328
Lomé,2020-01-28,329
Bahía Blanca,2020-02-03,1080
Santiago,2020-01-10,1481
Tunis,2020-04-03,423
Buenos Aires,2020-05-04,1208
Melbourne,2020-01-03,483
Kolkata,2020-03-18,1252
Split (city),2020-05-30,1910
Columbus,2020-05-12,1191
Blantyre,2020-02-05,669
Ndola,2020-04-25,1397
Chittagong,2020-03-06,1377
Durango,2020-04-07,1117
Chaguanas,2020-02-01,659
Bissau,2020-02-20,886
South Tarawa,2020-02-13,233
Rockhampton,2020-03-04,1659
Jeddah,2020-05-17,946
Phuket (city),2020-04-20,1826
Buffalo,2020-04-14,537
Fort-de-France,2020-01-11,1672
Dibrugarh,2020-01-04,1910
Medan,2020-01-04,506
Kabul,2020-02-09,1742
Taipei,2020-01-12,230
Gdańsk,2020-03-05,883
Maseru,2020-04-21,863
Düsseldorf,2020-04-02,1357
Austin,2020-04-16,1151
Edmonton,2020-04-12,171
Malacca Town,2020-04-02,1495
Simferopol,2020-01-29,1095
Kiev,2020-03-06,1239
Gangtok,2020-01-23,711
Rome,2020-02-14,530
Vladivostok,2020-04-09,935
Campinas,2020-03-07,1376
Pune,2020-05-06,808
Bursa,2020-03-24,605
Iqaluit,2020-04-17,1865
Honolulu,2020-02-12,1661
Belize City,2020-03-05,1153
Kraków,2020-03-06,1254
Antofagasta,2020-05-25,982
Townsville,2020-04-07,418
Macapá,2020-03-01,336
Port Vila,2020-05-14,404
Porto Alegre,2020-04-14,1910
Port-au-Prince,2020-03-05,942
Valparaíso,2020-04-04,1711
Stepanakert,2020-01-22,951
Seoul,2020-03-01,1402
Labasa,2020-01-25,655
Melbourne,2020-01-17,1889
Santiago,2020-01-28,1549
Cusco,2020-05-13,1147
Port Said,2020-02-01,1830
Fukuoka,2020-02-21,580
Guatemala City,2020-03-23,152
Copenhagen,2020-05-01,659
Vientiane,2020-01-07,1878
Road Town,2020-04-27,1408
Ambon,2020-01-14,1798
Kingstown,2020-05-03,1976
La Paz,2020-01-18,792
Lhasa,2020-01-30,1482
Port-au-Prince,2020-03-26,550
São Tomé,2020-02-18,447
Mumbai,2020-02-03,1978
Manchester,2020-04-25,1274
Calgary,2020-01-22,504
Nukuʻalofa,2020-02-05,1115
Surabaya,2020-05-05,1187
Belize City,2020-04-16,1884
Gaborone,2020-01-10,1257
Willemstad,2020-02-24,1578
Jacksonville,2020-01-28,1541
Kathmandu,2020-03-19,1750
Pago Pago,2020-04-27,557
Monaco,2020-04-15,1395
Oklahoma City,2020-03-28,262
Yaren District,2020-02-19,1468
Hanga Roa,2020-05-22,312
Turin,2020-03-29,1329
Bogor,2020-02-15,1977
Minneapolis,2020-03-02,423
Edmonton,2020-03-30,1216
Thimphu,2020-01-15,772
Istanbul,2020-05-17,653
Bogor,2020-05-24,1232
Xi'an,2020-03-22,1058
Harbin,2020-04-09,1097
Cannes,2020-04-25,1283
Kawasaki,2020-03-20,1068
Yaren District,2020-01-15,410
Siem Reap,2020-02-16,969
Medellín,2020-01-03,539
Da Nang,2020-04-12,1355
Port Elizabeth,2020-02-24,1826
Islamabad,2020-04-17,1576
N'Djamena,2020-03-19,797
Ho Chi Minh City,2020-01-08,685
Nagoya,2020-01-15,754
Hanover,2020-03-09,506
Port Blair,2020-05-07,1839
Bloemfontein,2020-03-31,1637
Assis,2020-02-20,999
Angra do Heroísmo,2020-05-21,859
Recife,2020-05-11,1053
New Orleans,2020-04-29,1711
Saskatoon,2020-05-05,883
Incheon,2020-03-05,968
Zapopan,2020-03-23,851
Agartala,2020-04-24,560
Yamoussoukro,2020-01-12,556
Amsterdam,2020-02-28,529
Namangan,2020-02-15,538
Simferopol,2020-04-05,1201
Bogor,2020-02-14,521
Vaduz,2020-01-05,1795
Iquitos,2020-03-30,522
Jinan,2020-05-19,1915
Bulawayo,2020-05-06,1471
Stuttgart,2020-04-06,1633
Canberra,2020-04-10,251
Luxembourg (city),2020-01-09,1718
Johor Bahru,2020-04-08,955
Livingstone,2020-04-09,1267
Agartala,2020-01-22,453
Lahore,2020-02-05,212
Hobart,2020-04-29,1847
Durango,2020-02-21,536
Providence,2020-01-08,1423
Houston,2020-01-15,1727
Kandy,2020-04-13,1827
Rosario,2020-05-25,1413
South Tarawa,2020-04-02,125
Bandar Seri Begawan,2020-01-04,1632
Stepanakert,2020-05-05,536
Bloemfontein,2020-02-15,797
Jacksonville,2020-05-25,1248
Ludhiana,2020-05-26,1524
Hobart,2020-03-01,954
Udon Thani,2020-04-24,1975
Chongjin,2020-04-18,929
Hagåtña,2020-02-22,1739
Agartala,2020-05-16,533
Kathmandu,2020-05-28,909
Tripoli,2020-01-02,1345
Fortaleza,2020-01-05,1375
Chittagong,2020-05-30,1278
La Serena,2020-04-03,500
Bilbao,2020-05-26,516
Bangalore,2020-02-13,1697
Nukuʻalofa,2020-03-22,1979
Saipan,2020-01-09,294
Durban,2020-05-15,1464
Christchurch,2020-04-25,430
Moroni,2020-03-11,1250
Panama City,2020-02-11,1948
Phoenix,2020-01-19,1994
Caracas,2020-04-03,170
Pattaya,2020-04-11,767
Panama City,2020-01-20,354
Castries,2020-03-19,1237
Pelotas,2020-05-26,1017
Montevideo,2020-04-23,1394
Dakar,2020-02-27,1443
Johannesburg,2020-05-02,571
San Antonio,2020-03-21,1107
Gold Coast,2020-04-04,1631
Ponta Delgada,2020-04-14,1308
Odessa,2020-02-27,537
Chengdu,2020-01-04,1883
Quito,2020-05-29,1597
Reykjavík,2020-02-26,502
Zagreb,2020-02-11,1049
Helsinki,2020-02-21,536
Kathmandu,2020-05-29,110
Berlin,2020-04-25,1668
Basra,2020-05-01,1232
Magadan,2020-04-06,1467
Brikama,2020-01-15,367
Kanpur,2020-02-12,877
Panama City,2020-05-06,1340
Cayenne,2020-01-07,1792
Hangzhou,2020-04-05,1944
Belém,2020-02-10,352
Kaliningrad,2020-03-15,274
Greenwich,2020-01-11,989
Washington,2020-03-09,816
Innsbruck,2020-01-01,1904
Boston,2020-05-24,1008
Sana'a,2020-05-04,1411
Stockholm,2020-05-12,399
Bern,2020-03-09,1634
Podgorica,2020-05-19,633
Milan,2020-04-16,699
Yokohama,2020-04-05,1163
Leipzig,2020-04-09,402
Ushuaia,2020-03-06,1941
Bandar Seri Begawan,2020-03-11,1517
Alexandria,2020-02-18,1820
Nouakchott,2020-02-25,977
Kiev,2020-01-05,1552
Quezon City,2020-05-28,1194
Santa Cruz de Tenerife,2020-05-03,1900
Nukus,2020-04-30,825
Bloemfontein,2020-03-27,419
Munich,2020-01-31,1771
Nice,2020-01-21,651
Johor Bahru,2020-04-02,1380
Zhengzhou,2020-05-16,1564
Sucre,2020-05-03,432
Addis Ababa,2020-02-04,979
Sitka,2020-02-18,1923
City of Halifax,2020-05-30,1432
Roseau,2020-01-27,889
Perth,2020-05-24,1919
Beijing,2020-05-22,451
Zapopan,2020-05-02,747
Tegucigalpa,2020-05-27,1332
Astana,2020-03-31,248
Arbil,2020-05-06,1669
Townsville,2020-04-17,295
Rome,2020-05-22,140
Sri Jayawardenapura-Kotte,2020-01-08,1669
Addis Ababa,2020-04-25,1757
Iloilo City,2020-05-03,1169
Manila,2020-01-12,676
Freetown,2020-01-20,873
Odessa,2020-02-19,326
Kingstown,2020-05-29,1277
Alexandria,2020-01-03,1145
Port Moresby,2020-01-29,824
Wellington,2020-04-12,318
Ho Chi Minh City,2020-01-13,278
Innsbruck,2020-03-31,1479
Cotonou,2020-05-23,573
Nassau,2020-01-20,196
Mandurah,2020-05-09,1031
Havana,2020-05-03,232
Barranquilla,2020-04-16,1287
Belém,2020-03-17,1004
Beirut,2020-04-19,535
Tórshavn,2020-04-30,175
